,sentence,food,family,romance,indep,competition,approval,health,contact,serenity,rest,order,status,idealism,power,curiosity,honor,belonging,savings,tranquility
18349,His teacher told him that he had to write an essay.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18350,His teacher told him that he had to write an essay.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18351,Patrick is a very bad writer so he got help from a tutor.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18352,Patrick is a very bad writer so he got help from a tutor.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
18353,Patrick is a very bad writer so he got help from a tutor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18354,Patrick is a very bad writer so he got help from a tutor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18355,Patrick is a very bad writer so he got help from a tutor.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18356,He knew it would take a long time so he stayed up all night.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18357,He knew it would take a long time so he stayed up all night.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18358,He knew it would take a long time so he stayed up all night.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
18359,Alex was on a camping trip.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18360,Alex was on a camping trip.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18361,Alex was on a camping trip.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18362,His mom gave him a glow stick.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18363,His mom gave him a glow stick.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18364,I was staying in Indonesia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18365,I was staying in Indonesia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18366,I was staying in Indonesia.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18367,There were a lot of stray dogs in the city.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18368,There were a lot of stray dogs in the city.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18369,I decided to feed one a banana.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18370,I decided to feed one a banana.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18371,"Alas, the dog bit me.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18372,"Alas, the dog bit me.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18373,"Alas, the dog bit me.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18374,I had to go to the hospital to check for rabies.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18375,I had to go to the hospital to check for rabies.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
18376,Jasper notices his hands are very cold when he drives to work.,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
18377,Jasper notices his hands are very cold when he drives to work.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18378,Jasper notices his hands are very cold when he drives to work.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18379,He decides he needs a good pair of gloves to keep his hands warm.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18380,He decides he needs a good pair of gloves to keep his hands warm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18381,He looks for a pair that is high quality but not too expensive.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18382,He looks for a pair that is high quality but not too expensive.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18383,He looks for a pair that is high quality but not too expensive.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18384,Finally he buys a pair that he loves.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18385,Finally he buys a pair that he loves.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18386,Finally he buys a pair that he loves.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18387,Now Jasper has nice warm hands when he drives to work.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18388,Now Jasper has nice warm hands when he drives to work.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18389,Now Jasper has nice warm hands when he drives to work.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18390,One day Jessica was on a business trip.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18391,One day Jessica was on a business trip.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18392,One day Jessica was on a business trip.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18393,The person sitting next to her on the plane was very funny.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
18394,The person sitting next to her on the plane was very funny.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18395,They struck up a conversation.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18396,They struck up a conversation.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18397,They struck up a conversation.,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
18398,They struck up a conversation.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18399,They struck up a conversation.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18400,They struck up a conversation.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18401,Jessica liked this person.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18402,Jessica liked this person.,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
18403,Jessica liked this person.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18404,Jessica liked this person.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18405,Jessica liked this person.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18406,That's how she met her best friend.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18407,That's how she met her best friend.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18408,Greg was the top runner on his team and always won.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18409,Greg was the top runner on his team and always won.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18410,One day his friends asked him to come to a Mexican restaurant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18411,One day his friends asked him to come to a Mexican restaurant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18412,One day his friends asked him to come to a Mexican restaurant.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18413,"Even though Greg had a big race that day, he decided to go.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
18414,"Even though Greg had a big race that day, he decided to go.",1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
18415,Greg was humbled as he realized that winning was not guaranteed.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18416,Greg was humbled as he realized that winning was not guaranteed.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18417,Greg was humbled as he realized that winning was not guaranteed.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18418,"While walking by the studio today, I saw our portraits in the window.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18419,"While walking by the studio today, I saw our portraits in the window.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18420,The photographer said it was one of the best portraits he ever did.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18421,The photographer said it was one of the best portraits he ever did.,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
18422,The photographer said it was one of the best portraits he ever did.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18423,Ana got out of the computer lab and started to walk outside.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18424,Ana got out of the computer lab and started to walk outside.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18425,Ana got out of the computer lab and started to walk outside.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18426,She was about to walk across a puddle but decided to go through it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18427,She was about to walk across a puddle but decided to go through it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18428,A person who was close to her helped her get up.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18429,A person who was close to her helped her get up.,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
18430,A person who was close to her helped her get up.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18431,A person who was close to her helped her get up.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18432,A person who was close to her helped her get up.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18433,A person who was close to her helped her get up.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18434,He gave her his coat to warm herself.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18435,He gave her his coat to warm herself.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
18436,He gave her his coat to warm herself.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18437,He gave her his coat to warm herself.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
18438,He gave her his coat to warm herself.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18439,"One day, he went camping all day and night.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18440,"One day, he went camping all day and night.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18441,"One day, he went camping all day and night.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18442,Hernandez finally decided he needed to set up camp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18443,Hernandez finally decided he needed to set up camp.,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18444,Hernandez finally decided he needed to set up camp.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18445,"After searching for many hours, he finally found a cave.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18446,"After searching for many hours, he finally found a cave.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18447,"Finally, Hernandez was able to sleep in his cave.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18448,"Finally, Hernandez was able to sleep in his cave.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18449,"Finally, Hernandez was able to sleep in his cave.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18450,Last weekend I grabbed my surfboard and went down to the beach.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18451,Last weekend I grabbed my surfboard and went down to the beach.,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18452,Last weekend I grabbed my surfboard and went down to the beach.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18453,It was really cold out so I had to wear my wetsuit.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18454,It was really cold out so I had to wear my wetsuit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18455,When I got into the water I realized that it was warmer than the air.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18456,When I got into the water I realized that it was warmer than the air.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18457,When I got into the water I realized that it was warmer than the air.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18458,I waited a long time for the perfect wave.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18459,I waited a long time for the perfect wave.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
18460,I waited a long time for the perfect wave.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18461,The perfect wave came towards me and I rode it happily to shore.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18462,The perfect wave came towards me and I rode it happily to shore.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18463,The man cared for his yard a lot.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18464,The man cared for his yard a lot.,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
18465,The man cared for his yard a lot.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18466,He bought sprays to deal with the problem.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
18467,He bought sprays to deal with the problem.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18468,He didn't want anything messing up his beautiful lawn.,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18469,He didn't want anything messing up his beautiful lawn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18470,He didn't want anything messing up his beautiful lawn.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
18471,The cat meowed at the door.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18472,The cat meowed at the door.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18473,The cat meowed at the door.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18474,The owner let the cat out.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18475,The owner let the cat out.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18476,The owner let the cat out.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18477,The owner let the cat out.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18478,The cat played in a field.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18479,The cat played in a field.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18480,He came back with a mouse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18481,He came back with a mouse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18482,He came back with a mouse.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
18483,He came back with a mouse.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18484,He came back with a mouse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18485,He came back with a mouse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18486,He came back with a mouse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18487,The cat gave the mouse to the owner.,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18488,The cat gave the mouse to the owner.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18489,The cat gave the mouse to the owner.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18490,Rick's friend was an executive with the Olympic Committee.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18491,Rick's friend was an executive with the Olympic Committee.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18492,Rick's friend was an executive with the Olympic Committee.,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
18493,Rick's friend was an executive with the Olympic Committee.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
18494,Rick's friend was an executive with the Olympic Committee.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18495,Rick's friend was an executive with the Olympic Committee.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18496,Rick's friend was an executive with the Olympic Committee.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18497,He got Rick tickets to any event that he wanted to see.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18498,He got Rick tickets to any event that he wanted to see.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18499,He got Rick tickets to any event that he wanted to see.,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
18500,He got Rick tickets to any event that he wanted to see.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18501,He got Rick tickets to any event that he wanted to see.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18502,Rick rode a bus to the Opening Ceremonies with many dignitaries.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18503,Rick rode a bus to the Opening Ceremonies with many dignitaries.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18504,Rick rode a bus to the Opening Ceremonies with many dignitaries.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18505,Rick rode a bus to the Opening Ceremonies with many dignitaries.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18506,Rick rode a bus to the Opening Ceremonies with many dignitaries.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18507,Rick got to watch the track and field events from a suite.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18508,Rick got to watch the track and field events from a suite.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18509,Rick got to watch the track and field events from a suite.,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
18510,"The closing ceremonies were great, but he was sad when they were over.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18511,"The closing ceremonies were great, but he was sad when they were over.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18512,"The closing ceremonies were great, but he was sad when they were over.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18513,Tom's company got a new general manager.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18514,Tom's company got a new general manager.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18515,Tom's company got a new general manager.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18516,Tom was unsure how he felt about it.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18517,Tom was unsure how he felt about it.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18518,Tom was unsure how he felt about it.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18519,After getting to know him a bit Tom wound up liking him.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18520,After getting to know him a bit Tom wound up liking him.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18521,After getting to know him a bit Tom wound up liking him.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18522,He was much better than his old boss.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18523,He was much better than his old boss.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18524,He was much better than his old boss.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
18525,He was much better than his old boss.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18526,He was much better than his old boss.,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
18527,He was much better than his old boss.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18528,He was much better than his old boss.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18529,He was much better than his old boss.,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
18530,He was much better than his old boss.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18531,Lee loved motorcycles.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18532,Lee loved motorcycles.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18533,Lee loved motorcycles.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18534,"When he turned 16, his dad gave him an old motorcycle as a gift!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18535,"When he turned 16, his dad gave him an old motorcycle as a gift!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18536,"When he turned 16, his dad gave him an old motorcycle as a gift!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18537,"When he turned 16, his dad gave him an old motorcycle as a gift!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18538,"When he turned 16, his dad gave him an old motorcycle as a gift!",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
18539,"When he turned 16, his dad gave him an old motorcycle as a gift!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18540,He went to the DMV and signed up for the bike test.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18541,He went to the DMV and signed up for the bike test.,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
18542,He passed on the first try and soon was driving his bike around town!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18543,He passed on the first try and soon was driving his bike around town!,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
18544,It was wedding day for Bill.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18545,It was wedding day for Bill.,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18546,It was wedding day for Bill.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18547,He played a round of golf to relax before the ceremony.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18548,He played a round of golf to relax before the ceremony.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18549,"After golf, Bill got dressed in his black tuxedo.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18550,"After golf, Bill got dressed in his black tuxedo.",0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
18551,"After golf, Bill got dressed in his black tuxedo.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18552,"Bill went to the church and stood at the front, waiting for his bride.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18553,"Bill went to the church and stood at the front, waiting for his bride.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18554,"Bill went to the church and stood at the front, waiting for his bride.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18555,"Bill went to the church and stood at the front, waiting for his bride.",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
18556,Bill was thrilled to see his beautiful bride walking down the aisle.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18557,Bill was thrilled to see his beautiful bride walking down the aisle.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18558,Bill was thrilled to see his beautiful bride walking down the aisle.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18559,Bill was thrilled to see his beautiful bride walking down the aisle.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18560,Bill was thrilled to see his beautiful bride walking down the aisle.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18561,May Larker was a paranormal investigator.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18562,May Larker was a paranormal investigator.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18563,May Larker was a paranormal investigator.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18564,She once claimed to have seen a ghost.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18565,She once claimed to have seen a ghost.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18566,She once claimed to have seen a ghost.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18567,May spent her life trying to prove that ghosts were real.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18568,May spent her life trying to prove that ghosts were real.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18569,"When May finally passed, she didn't left nothing but a corpse.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18570,"When May finally passed, she didn't left nothing but a corpse.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18571,"When May finally passed, she didn't left nothing but a corpse.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18572,Sam was performing the lead in her school play.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18573,Sam was performing the lead in her school play.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18574,Sam was performing the lead in her school play.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18575,Sam was performing the lead in her school play.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18576,Sam was performing the lead in her school play.,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0
18577,Sam was performing the lead in her school play.,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
18578,It would be her last show before she graduated.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18579,It would be her last show before she graduated.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18580,She was nervous but she went out on stage and gave it her all.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18581,She was nervous but she went out on stage and gave it her all.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18582,"At first, she felt sad when the play ended.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18583,"At first, she felt sad when the play ended.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18584,Then someone threw her flowers and she felt elated.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
18585,Then someone threw her flowers and she felt elated.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18586,Then someone threw her flowers and she felt elated.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18587,Then someone threw her flowers and she felt elated.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
