,Unnamed: 0,story_id,first_sentence,second_sentence,third_sentence,fourth_sentence,fifth_sentence,label
562,562,4f062272-6c07-4f43-9e8b-ff12ba8dc264 , Riley was not very popular at school. , She wore funny clothes. ," One day, her friend suggested they do makeovers. ", Riley agreed to make herself over. , Riley looked much better and was well received. ,2
563,563,595abbcc-f777-456f-86f7-7e7dccd2cdc5 , Dave gathered up all of his beach gear. , He took the day off just so he could spend it on the beach. , When he went outside he discovered it was much to dark. , The sky was full of black storm clouds. , Dave was so disappointed! ,1
564,564,3eb84632-b959-4a0a-aae3-f79c4a515cdb , Jeff had the basketball in his hand. , Gary was waving his hands in the air since he was open for a shot. , Jeff ignored him and ran towards the hoop. , Two guards were approaching him. , The guards stole the ball from Jeff. ,1
565,565,0d7b20c2-000f-4049-9d07-9a0187a1d46f , Ted and his friends went to the park to climb a mountain. , They started on the hike. ," After two hours, they got tired and took a break. ", They finished the hike and were at the top. , The view was great and Ted was happy they had come. ,0
566,566,ce715a40-f9c1-436f-87fd-8f582337b5a3 , I've been on an art kick lately. , I received a drawing instruction book for Christmas. , The book has a shopping list of necessary drawing supplies. , I went to the store the other day and bought what I needed. , I went home and practiced drawing. ,3
567,567,e173545d-f2fa-4f12-b117-58b2def77753 , Lisa began to realize that she did not enjoy studying business. , She wanted to study art but was worried about making money. ," Finally, one day she had the courage to drop out of school. ", Her friends and family told her it was crazy to leave school. , Lisa still felt confident that her choice would make her happy. ,2
568,568,9da06a52-ae28-4a98-b5c8-aa143b89dffd , A man went to design the tallest tower in the world. , He drew plans to make it twice as high as the current tallest. , He took the plans to a developer to build. , The developer asked him how tall to build the tower. , The man built the tower and it was grand. ,2
569,569,ae6a3c38-eb49-4e7d-b185-8f9bf0618bbf , Liz was babysitting a 5 year old boy. , He wanted to play hide and seek. , She found him a few times but then he disappeared. , She was getting frantic as she searched the house for him. ," When she heard him giggling from a closet, Liz was relieved. ",1
570,570,914f41cd-4518-492b-97c7-f13b82c29f76 , Mark was running late to work. , He tried to get their on time by driving over the speed limit. , A traffic cop pulled him over. , He was given a speeding ticket. , Mark ended up being late for work. ,2
571,571,f1e433e3-6cbe-4d7d-afee-3a39dc9d28ad , Ricky fell while hiking in the woods. , He was terrified! , He thought he had fallen into a patch of poison ivy. , Then he used his nature guide to identify the plant. , He was relieved to find out he was wrong. ,2
572,572,c7856fb7-4924-489a-8702-9333b684a155 , Oni had never performed before an audience. , But he entered the talent show hoping to win the grand prize. , He thought he would just give it his best try. , Oni sang in the show and everyone applauded. , Oni won the talent show with his awesome singing. ,2
573,573,12cf3857-c4b8-4733-9d39-e0b31f75fa4b , Ralph hates shopping. , His mom makes him go. , They are there for a long time. , Ralph helps his mom load and unload the groceries. , He is surprised when his mom gives him money for helping. ,3
574,574,2161aee4-5906-4e0c-967d-dff83f59a304 , I had two dogs that were very close. , The older dog got very sick and was put to sleep. , The younger dog was very lonely. , We have a neighbor dog come over to play. , Our dog feels much better playing with another dog. ,2
575,575,96d9d324-0868-40bc-9959-1aae94dd3b55 , Sean's roommates notice that his clothes and bed start to smell. , They tell him he needs to clean his laundry pretty soon. ," Sean protests at first, but finally he cleans his laundry. ", His roommates are grateful that Sean no longer smells as bad. , They tell him to never wait so long to do laundry again. ,2
576,576,48bc580e-3694-4441-ac99-b175ecc1aa02 , Kelly went down to the ocean to relax. , She immediately went and put her feet in. ," As she put her feet in however, the wave captured her. ", Her clothes got soaked. , Kelly went home to change into dry clothes. ,0
577,577,3200606c-05e1-4aca-93e9-047de5a933ec , The mom really wanted to get the boy's picture with Santa. , The boy was scared and refused. , The mom told the boy that Santa was responsible for bringing presents. , This changed the boy's mind. , The boy hoped to get lots of presents from Santa! ,1
578,578,0ead4e95-f11f-4fed-a8ef-47d46004934d , Stewart tried to finish his favorite task before going to bed. ," He got so engrossed in it, he forgot to keep the fire going. "," Shivering, he pulled a bunch of blankets around himself. ", He became very warm and content. , When he woke up it was freezing. ,2
579,579,d59bdca1-4056-415b-9a7e-11d60e545af8 , Joanie got ready to blow dry her hair for a date. , She was upset to find her blow dryer missing. ," Then, Joanie heard a familiar sound coming from outside. ", She saw her brother using the blow dryer. , Joanie ran outside to confront her brother. ,2
580,580,2fdb6362-2b1b-47b1-9a38-cb3ffe6e9201 , Cornelia decides that she wants to rearrange her apartment. , Her bed has stood next to the wall for many Year's. , Cornelia moves her bed to sit next to the window. ," When her friends sees her new arrangement, they love it. ", Soon all her friends had arranged their beds the same way. ,0
581,581,e245afa1-99b1-440c-91b6-f2e511c64380 , Tim loved his motorcycle. , He rode it whenever he could. , Up until last week when he wrecked. , Now he almost never rides it. , Tim is scared to ride his motorcycle. ,2
582,582,a0c199b8-13ca-43df-86fe-caab16c2cf64 , Wendy landed her first job as a nurse at a nursing home. , She really loved her job and connected with the residents. , She really enjoyed talking to a little old lady in particular. ," One day, the lady showed her pictures of her children. ", Wendy enjoyed seeing the photos. ,1
583,583,2856cf71-cd17-4448-9009-2a6781d2b8f7 , Tom and Jake went to a concert. , They were seeing this band they love. , They went into the general admission area. , Some very tall people were standing so they couldn't see a thing. , Tom and Jake then could not see their favorite band. ,0
584,584,bb8870d3-44c3-4223-9511-b3c0c9909353 , Lester was proud that he had spent Years without a cell phone. , He liked to think he was less dependent on technology than others. ," However, one day his car had a flat tire and he wished he had a phone. ", He did not want to have an experience like that again. , Lester went out and got the best cell phone he could afford. ,2
585,585,085eb2c2-bd13-439d-8a61-0244f1c27b25 , Ben needed an oil change in his car. , He knew they were quite expensive. , Then he saw a coupon in the paper. , Ben cut it out and took it to the garage. , Ben was able to get his oil changed. ,0
586,586,c2906cf8-eb46-420a-9012-1cae78ab3f55 , I woke up hungry. , I poured a bowl of cereal but found I did not have any milk. , After contemplating using water I decided to go to the store. , I walked to the corner and got a half gallon of 2%. , I came home and ate cereal. ,2
587,587,23a9ba39-15bf-4243-a508-2dd550756ceb , Anna had a saltwater fish tank. , She only kept coral in it. ," Then she decided she wanted some fish, too. ", She bought a few small clownfish and triggers. , Now Anna has a diverse tank with fish and coral. ,2
588,588,7502cdcb-1e6f-47af-adc4-6e7c292f3e8b , Young Reggie loved playing and watching american football. , His favorite player was running back Jamal Lewis. , He was at the Salt Lake Airport with his family and saw his hero. , He went up to him saying that he will also play professional football. , Jamal Lewis gave him personal advice and wished him the best. ,2
589,589,fd6e207c-1c55-40c9-85fd-d6ac53ea0eb3 , Ella found a tiny robin on the ground. , She knew it must have fallen from its nest. , She wrapped it carefully and made it a safe home. , Then she fed it worms by hand. , She liked taking care of the robin. ,1
590,590,ed8f4dfe-600e-4e68-af3d-22d2883ed575 , Ben decided to treat himself to a coffee. , He paid for the coffee using his debit card. ," Later, the bank called him saying he over-drafted. ", They explained that he had to pay a thirty dollar charge. , Ben was frustrated at the extra charge. ,1
591,591,11c2d92c-ceaf-4796-8521-435c0d0e5831 , Chris was on his second layover of the week. ," Pacing around the airport, he decided he would make use of this time. "," Installing an app on his phone, he began practicing his french. ", Another patron of the airport overheard him and offered him assistance , The patron helped teach Chris how to speak basic French. ,1
592,592,03cf83cf-012c-40e0-89a4-4f9ff3ff2a78 , Ritz was born in a large litter of 12 other puppies. , When he was eight weeks old he was given away to a lovely family. , They raised him well and he led a very happy life. , Things changed one day for Ritz when his owner got cancer. , Ritz was orphaned and had to be sent to a shelter. ,1
593,593,d806a701-9310-4b74-909d-c4bc746710d5 , My sister in law is trying to save money. , She is a recent widow living on a pension. , She recently returned two of three cable boxes. , I told her that antennas work well now that broadcasts are HD. , She was glad to hear that. ,2
594,594,4182f0b2-39c4-4e65-86eb-f1db0789d1fd , Sharon had kept a bag of unknown seeds for Years. , She decided one day to plant the seeds. ," Sharon put them in planters, believing they would be small plants. ", Sharon couldn't have been more wrong in her assumption! , They ended up being huge plants. ,1
595,595,24487427-d54e-4cf4-a7fd-acdcdafa87ba , It was a gorgeous day outside. , Emily wanted to take advantage of the great weather. , She decided to go to the park. , Emily was disappointed when she found out her car wouldn't start. , She asked her neighbor for a jump-start. ,1
596,596,281c3608-602c-401f-861e-5288408315c7 , Kelly hasn't left her apartment in years. , I went up to her place today to say hello. , I could tell she was reluctant to let me in. , We talked for a while about how she's doing. , Kelly is agoraphobic. ,1
597,597,e378ee18-a45c-4ce9-9506-e852566a8b33 , Andrew had never been in trouble for anything. , His parents were out of town for the week. , Andrew's friends came over and wanted to drink. , So Andrew took out his parents secret stash of alcohol. , They drank the alcohol and got drunk. ,2
598,598,c0b47103-e22e-4a61-bff1-031c33410523 , Jeremy has a distinct and strong personality. , He had a bad time with his job and got fired. , He spoke some unflattering things to his manager and co-workers. ," Since then, he's found it difficult to find a job. ", Jeremy has a difficult manner for the workplace. ,2
599,599,c467150a-5c67-4125-957f-557d05d3b953 , Kelly hated math class and struggled to learn the concepts. , She struggled a lot with the work and often sought help from teachers. , She worked very hard and it paid off with good grades. , She was entering college in the fall. , Kelly graduated with good grades. ,3
600,600,1cf5a954-d883-4c42-b116-40635b3a53a4 , Sophie's nana was terminally ill. , Sophie visited her in the hospital to say goodbye. , Her nana gave Sophie her prized gold locket. , She told Sophie to keep it to remember her by. , Sophie cried. ,1
601,601,656ac29e-6812-4435-93f3-790af77965ef , Don noticed a fly go into the living room. , He decided to swat it. , He tried for half an hour but it kept evading him. , Eventually the fly flew out on its own. , Don closed the door it flew out of. ,2
602,602,5a70a9e6-2934-4fbc-8573-98d5e355cc66 , Barry loves playing baseball. , Barry decided that he would go and watch a professional game. ," Barry went to the stadium, and purchased a ticket. "," Upon entering, Barry decided to grab a beer to drink. ", Barry also bought a hot dog. ,1
603,603,8cd5c023-1bd7-4821-bd29-26bb06a35ddf , Heather and Marcus were ready for the next step in their relationship. ," They were happy newlyweds, but wanted an addition to their family. "," Although not quite ready for kids, they still felt lonely. "," On a whim, they went to an animal shelter and fell in love with a cat. ", They adopted the cat. ,1
604,604,5af670c5-f7db-4f79-9407-054bb817fe93 , Lots of people were walking to class. , They all wanted to get there fast. , People started pushing others out of the way. , They fell down. , The crowd made many people late to class. ,1
605,605,9242cf97-46fc-4972-962e-cd11166ce518 , Eric has always been overweight. , His new year's resolution was to stick to a diet. , He went to the gym in January and ate healthier. , That last about a month. , Eric then gave up working out. ,1
606,606,d9785ee8-3367-42de-b7c6-5ce1704028c5 , Sally was struggling to do well in school. , Her parents decided they needed to motivate her. ," They said if she did well her last semester, she picks the vacation. "," Sally studied night and day, she wanted to do well. "," Sally did well, and her parents agreed to take her to Hawaii. ",0
607,607,4edea61b-cb7e-4650-a6ff-08b12a283e1f ," When I was a kid, my siblings and I needed money. ", We came up with the idea for a lemonade stand. , We decided to set up outside our house. , We sold lemonade to a few dozen people. , We made a lot of money for our needs. ,1
608,608,72e5dcdb-ae9f-4b0d-9734-059ad36c33b2 , Joe bought a skateboard with his savings. , He took his new skateboard to the park to show it off to his friends. ," While doing a trick, Joe fell and broke his arm. ", He spent four hours at the hospital getting his arm set. , Joe was in terrible pain. ,1
609,609,5c13700a-af24-4f7c-99ec-e9ee2b68ec98 , Maddie decided it was time for back to school shopping. , It was mid August and classes were beginning soon. , She looked up her course requirements and shopping lists. ," Than, she looked through all the ads in the paper for the best deals. ", She found the best places to shop and purchase all her supplies. ,1
610,610,674a896b-c852-4475-92cd-0ec302276b80 , Neil had enjoyed Chinese food in Hunan. , But he was told the spicier food was in Szechuan province. ," Intrigued, he took a train there. ", Then he ordered a plate of rice and noodles. , He felt like his mouth was on fire. ,2
611,611,7be7b198-e925-4349-8f62-68e6fd50994a , I spent most of my detention time sleeping class. , My teacher told me to wake up since no sleeping was aloud. , I tried to remain awake and work on a few assignments. ," When my teacher escorted me out of the class, I was happy. ", When I got home I went right to bed. ,3
612,612,49ed13f1-0fd9-4cd8-b810-0c1971af59a5 , Terry loves to swim but he never learned how to dive. , He always jumps in the water feet first. , This summer Terry decides he wants to learn how to dive in the water. , He practices diving very hard every day. , Terry hope to improve. ,0
613,613,c3aebbb7-8c0b-49ad-82a1-3170818e4d72 , Peter was excited for the class field trip. , He was looking forward to visiting the science museum. , The place had many cool exhibits and interactive displays. , Peter was fascinated by the physics and space demonstrations. , Peter grew up to be a scientist. ,3
614,614,7e38da11-bd11-4368-b640-bcda32262763 , Ana was a hardworking mom. , One day she booked herself an afternoon at a spa. , She had her whole body massaged. , She even had hydrotherapy sessions. , She felt magnificently relaxed and contented afterwards. ,1
615,615,2490798c-c929-4518-be1b-60a7bf447f02 , Bob was a worker on Mechanical Turk. , He got a fifty dollar bonus. , Bob was happy because it was the biggest bonus he had gotten. , Bob put on his glasses and realized it was actually five dollars. ," Bob was still happy, but less excited. ",3
616,616,98e50567-1b6d-4763-ab4e-e9b8cb0de91d , Mom didn't want to cook dinner tonight. , We were all very hungry. , She told us to fend for ourselves. , We ate cold cereal for dinner tonight. , We were all very upset. ,0
617,617,d9c4c9b2-9412-4a85-91eb-28fed5792764 , I always try to go to bed on time. , Last night I was hooked watching a new tv show. , Before I knew it it was really late. , I should have been asleep hours ago. , The television show had hooked me in. ,0
618,618,9e84d7be-cf37-48c7-88a4-0b8fa8d60f5c , Howard was feeling happy one morning. , He decided to spend all day enjoying his life. ," All day, while at work, he complimented his coworkers. "," When he got home, he took his family to see a movie and have dinner. ", Howard was happy to have had such a good day. ,0
619,619,2e52f1ec-fada-4834-b9ec-49d24504e07d , Trent's family owned a camping supply store. , Trent hated camping though. , Every summer his parents made him go on a camping trip. , This summer Trent was in charge of keeping the fire going in the wind. , Trent was careless and caused a huge fire. ,2
620,620,1ab065d1-8ce6-419e-aed7-0937443df462 , Ronald kicked his shoes off and laid on the couch for a nap. ," When he woke up, he went to put his shoes on. ", But he couldn't lace them up because the strings were missing! , He looked all over but couldn't find them. , Ronald went to look for more laces. ,1
621,621,acf1cc07-ead5-4a22-af08-36aef9bc1242 , Sara learned that she was expecting a child. , She made it through the nine months of pregnancy. , One day her water broke and she was taken to the hospital. , Sara was in labor for 4 hours. , Sara had a baby boy. ,3
622,622,9eaf8117-275d-421c-a7b1-031caf44006f , Last year my uncle bought a metal detector. , He takes it to the beach every weekend. , A few months ago he found a Rolex. , It was worth a few hundred dollars. , My uncle enjoys his hobby. ,1
623,623,75ce5041-1988-4e25-8c53-32f7a0a7a435 , I went to babysit my 5-year-old nephew in San Francisco. , My sister encouraged me to bike her kid to school. , I was afraid to bike across the city with my nephew in tow. ," Instead, we biked through Golden Gate Park to the beach and the zoo. ", We had a great time! ,3
624,624,38b21dc3-18c1-4203-a8e5-2c1d9fa8a9f8 , Alice's friends invited her out to lunch. , She drove out to meet them at a restaurant. , Her friends were waiting at a table but had already ordered. ," By the time she had her food, they were already done eating. ", Alice felt her friends were slightly thoughtless. ,1
625,625,5e921f4c-53ec-461e-89d9-8b7b4ce56739 , Mario got up out of bed. , Today was his wedding day and he already felt the butterflies. , He shaved and showered happily. , He got dressed and went to the church. , It was the best day of his life. ,2
626,626,2dc6ed26-4720-42e9-a27c-dc71dd1af6f9 , Zeke was tired of living in America. , He decided to move to Cozumel. , He went to the Cozumel beach and bought some land. , Zeke decided to build a house on that land. , Zeke lived out his life very happy. ,1
627,627,0318f3a8-92aa-4fa9-8d6e-01b4d87f17ec , Kelly wanted to be in the Navy. , She asked a recruiter about it. , He advised her to complete an application. , She filled it out and submitted it. , The navy got back to her promptly. ,1
628,628,6e39e409-bb18-482b-a8f2-54cec56943b4 , Gina was in the lunch room at her new school. , She only knew 2 people in the whole school. , Neither of them was in this lunch room. , She got her food and went outside. , Gina felt very lonely. ,1
629,629,00ad2c65-acc5-41da-9661-5a63eca26dd6 , Today we went on a plane ride. ," The plane was very big, I was scared. ", When we got on the plane Mom told me it will be fun. , The plane made a lot of loud noises but it wasn't too bad. , I am no longer afraid of planes. ,2
630,630,9c5a0b3e-2f04-4d67-80b1-93e290e9c475 , Adam needed a new baseball cap. , He looked online at different hats. , He selected the perfect hat and ordered it. , He was so excited to receive it. , And he opened it as soon as it got there. ,2
631,631,67bd9edf-af2b-4471-b6cf-0eb541f99693 , Ted and Beth are planning a wedding together. , They noticed that they may not have enough to pay for it. , Ted asked his parents to help pay and they agreed. , Beth did the same with her parents and got some extra money too. , Their parents love them. ,1
632,632,71a5d60c-6bee-4494-bf25-148238e4439e , Cindy got out of bed. , But she couldn't find her slippers. ," Instead of making breakfast, spent all day looking for them. ", She gave up and ordered another pair. ," Luckily, the new ones were more comfortable than the old ones. ",1
633,633,eeba73c7-ebe6-46d0-9dfe-939e794a90b7 , Neil had just arrived in Paris. , He could not wait to see all the culture there! , He spend his first day seeing art work. , He visited three museums in just one day! , Neil felt very happy and satisfied that he'd been able to visit. ,2
634,634,d7a88126-58e6-4b96-93a1-6ad17df59064 , Jessica was getting ready to graduate from college. , She worked very hard in school and thought she deserved a reward. , Her father knew that Jessica wanted a vacation. ," On her graduation day, Jessica's father surprised her with tickets. ", Jessica was very happy. ,1
635,635,846f1e23-cfe9-4311-9830-a5ce44aabae2 , Tim was too tall for all of his pants. , He could not find a good outfit to wear for his trip to the park! ," Everything made his legs look too long, and silly. ", Then he decided to cut his jeans into shorts. , Tim wore the jean-shorts to the park. ,1
636,636,3e6e375f-2f96-4bd0-81b5-b7584e4734f7 , Sandy had purchased a new bed. , She needed to clean her room before the delivery men arrived. , She also needed to get rid of her old bed. , Her friend Jim wanted her old bed. , Sandy sold Jim her old bed. ,2
637,637,54c85959-aa11-443a-a1d9-0d54c02b2a18 , Timmy knew about this cute girl he went to school with. , He followed her home one day. , She stopped at a corner as he was following her. ," Timmy realized he had been caught, and was not sure what to do. ", He said hello and they began talking. ,1
638,638,720c5b5e-1190-4d53-88dd-b4b6a41c06e6 , Jen fell asleep with bleach in her hair. ," She only meant to leave it in for about 5 minutes, not nearly an hour. ", When she rinsed it out her hair was white with a blue tinge. , She was in a panic but her mother said they could fix it. , Jen's mother fixed Jen's discolored hair. ,1
639,639,4bf5f0f2-24e3-4244-a80b-624024007a43 , Doug was sad it was Christmas Eve and there was no snow. , All Doug wanted was a white Christmas. , He prayed to God for snow and went to sleep. , When he woke up the next morning the room was filled with light. , Doug looked out the window and saw a blanket of white snow. ,1
640,640,212586fb-ba53-4ae5-badb-1abad56161e1 , Sheryl worked as a museum curator. , Her family told her she worked a boring job. , She tried to tell them that she got to work with living history. , She tried to tell that their office jobs were a whole lot worse. , Sheryl was proud of her job as a museum curator. ,1
641,641,6015f416-2703-4d14-937f-5612841d0445 , Joe stretched as he rolled over in bed. , His clock showed it was 10 am. ," He jumped out of bed, panicked. ", His alarm hadn't gone off. , Joe was late for work. ,2
642,642,89eb34ec-56c2-4bf3-9e03-69b0c90a03d3 , Ned's wife said he'd passed away quietly in his sleep. , His wife told all her friends she hadn't known he was ill. , She swore it was the weirdest thing she'd ever seen. , The police didn't buy her story and arrested her. , She hired a defense attorney. ,2
643,643,88e97728-dadc-4a2b-bc91-92c34df1de30 , Jackie was admitted into the hospital today. , Her baby is about to become born. , Her husband came from work to comfort her. ," After 48 hours of being in labor, her baby was released. ", Jackie and her husband were very happy. ,1
644,644,55baff05-b025-458b-9cfb-9e9c7baa891f , My family wanted a pet. , We went to the pet store on Saturday. , We saw lots of dogs and kittens. , We fell in love with a cute black kitten. , We bought the kitten. ,1
645,645,c176e98c-4d7f-4f96-b838-a43acb72865c , Joe's sister was always having her tests put up on the refrigerator. , She got As all the time. , Joe didn't ever get As. , So he was proud when he came home with an A on his spelling homework. , His sister congratulated him. ,1
646,646,f0829acc-86fe-44f9-ac9f-4ca6ac2a7718 , Adam and Angel wanted to move out and get a place of their own. , They searched for apartments online for weeks. , They found a few apartments they liked quite a bit. , They went and looked at the apartments they had chosen. , Finally they decided on an apartment. ,1
647,647,1c422263-4631-4d89-8e9f-34963938d3c9 , Greta was turning ten Year's old. , She wanted to throw a birthday party. , Greta handed out invitations for the party at school. ," When the day of the party came, no one showed up. "," Greta was very sad, but her parents cheered her up. ",3
648,648,2a001e11-a576-4043-a060-7b2e28658be7 , Shari was worried. ," Her wedding was tomorrow, and it was an outdoor ceremony. ", But rain was forecast! ," Thankfully, the wedding day dawned clear and sunny after all. ", The festivities went on without a hitch. ,2
649,649,16a1ac09-7e39-401b-8a36-94fddf339b62 , Amy was excited it was Christmas Eve. , She had been very good all year. , She gave the list of her favorite toys to Santa at the mall. , He told her she would receive everything she wanted. ," On Christmas, Amy got exactly what she hoped to get. ",1
650,650,6516aa86-f856-4411-a128-2dbeba8102bd , Anna had been tending her garden all summer. , She went outside to harvest. , All her fruits and veggies were ready! , She picked them one by one. , She had a bountiful harvest. ,1
651,651,6522844e-207c-4f96-b8cd-4aff9b86df7d , Kim had dropped her toothbrush in the toilet. , She was disgusted by the thought of putting her hand in to pull it out. , She grabbed a pair of scissors out of the drawer. , Each time she had the toothbrush she would drop it. , Kim decided this was a sign to buy a new toothbrush. ,1
652,652,19f0abfb-d2b3-444a-a099-60b022deb653 , Hannah's parents signed her up for piano lessons. ," After her first piano lesson, Hannah felt discouraged. ", She tried to practice as hard as she could. , Hannah could not get her fingers to work properly. , Hannah gave up the piano. ,1
653,653,ad0ce734-b1cb-4dfb-aa2b-bd97c58da4c2 , Keira found a man she thought was a keeper. ," He had a great job, impressive house, and paid for all their dates. "," A few months into dating, Keira started planning her wedding dress. ", And then he hit her because she burned dinner. , Keira cannot stay with this abusive man. ,2
654,654,9ddff691-93e2-4af9-a29a-e391be79cef7 , The shepherd opened the gate of the pen. , He sent his dog into the pasture to round up the sheep. , The dog herded the sheep towards the gate. , The sheep moved together into the pen. , The shepherd then went back to his house. ,1
655,655,d3c29310-4502-47e9-9a6e-8b1178a0952f , Walter was lonely ever since his wife had passed away. , He met a nice lady at bingo and became friendly with her. , He felt guilty though about what his late wife might think. , Walter had a vivid dream in which his late wife reassured him. , He asked the lady from bingo to go to dinner with him. ,1
656,656,d582d1e8-c11a-4658-ab45-0755c17dd83d , Marina was walking past the library. , She put her face down to avoid the harsh wind coming towards her face. , All of a sudden a tumbleweed hit Marina's legs really hard. , She looked down towards her legs but became disoriented. , She couldn't believe how windy it was. ,1
657,657,419d6f93-426a-458b-8e69-0a67e2e06ced , Yesterday I played the Powerball game. , I picked my numbers from our family's bible. , I purchased my tickets from a reputable online lottery agent. , I prayed nervously as the winning numbers were drawn. , I didn't win. ,1
658,658,ae050b5c-4abe-4cdc-a1e5-401c0146d220 , Amy is enrolled in an advanced Plant Biology course. , She has a test next week about Photosynthesis. , The information is complex and in depth. , She wrote a song about it to memorize the material more easily. , Her song helped her and she then did well. ,1
659,659,143e9c51-729b-4891-888d-72b2a9e76438 ," Coming out of College, I was so nervous to start work. ", I could barely sleep the week before my start date. ," The day of, I was nauseous and jittery. "," However, a congratulatory text from my parents cheered me up. ", I had a great first day of work. ,1
660,660,52556e86-50fe-4617-9edc-91841103805a , Seven-year-old Ben went to play at his friend Mike's house. ," Mike greeted Ben, and they went to play in Mike's room. "," First, they played with Mike's quadcopters for a long time. "," Then, they played with some trucks. ", They had a good time together. ,1
661,661,3448feae-19f0-4bb8-b049-53cf7082d026 , A waiter was dying to go home but he still had a table eating. , The waiter printed out the bill and slipped it on the table. , The guests noticed the bill after a while and took a hint. , They paid for the bill and left. ," Gratefully, the waiter left for the evening. ",1
662,662,19852081-0594-415f-924f-19b2e606a26e , Kay was moving back in with her mom. , She sadly packed her things and drove to her mom's house. , Her mother helped her unpack her car. , There was no enough room for Kay's things. , Kay had to put some of her things in storage. ,1
663,663,58429e2f-3bc1-497a-ab9b-13f0b840d7ea , The girls decided to get together for dinner. , They brought their families too. , Unfortunately they got into a fight. , The staff had to throw them out. , The girls were thoroughly embarrassed. ,1
664,664,91a8783a-1db2-4047-afd5-0171b05c0ed6 , Vinny had always hoped to meet a real life movie star. , His friends told him it was very tough to meet a movie star. ," However, he did not give up hope. ", One day Vinny saw Denzel Washington out taking a stroll. , Vinny got his picture taken with him. ,2
665,665,d12c4ece-930d-40d6-85ea-9112993f3e33 ," When I was seven years old, I went swimming with some friends. ", I did not know how to swim in deep water. ," By accident, I slipped into the deep part of the pool. ", I thought I was going to drown! , A lifeguard jumped in and pulled me out of the deep end. ,1
666,666,56d8378d-0d44-4cb1-a0cd-26b793c4663b , The Smith's could not find their cat. , They were afraid she had gotten outside and gotten lost. , Everyone was sad when they sat down in front of the Christmas tree. , Then they noticed her looking down at them from the top branches. ," The Smiths all cheered, and rushed to hug their cat. ",1
667,667,8ff209b5-fb11-4a1c-9862-fec64612d00e ," Instead of going to college right away, Flora went abroad. ", She visited many European countries and met a lot of people. ," When she was supposed to go home, she decided to stay in Spain. ", She got a job as a tutor and had a lot of great adventures. , Flora visited her parents every Summer to tell them her stories. ,1
668,668,aa19d4d6-195a-41aa-a23c-ecef6cf5b783 , Joyce bought some fruit a week ago. , It was part of her new year's resolution to be healthier. , She forgot about it after a few days. , Eventually a really bad smell took over her apartment. , Joyce threw the fruit away. ,1
669,669,fbd2679e-59e5-4f63-9d3b-a1b270f2adf2 , Ted and some of his friends went to the lake one afternoon. , Ted's friends kept asking him to get in the water with them. , Ted didn't know how to swim. ," Ted decided there was no better time to learn, so he jumped in. ", Ted almost drowned but was saved by his friends. ,1
670,670,83c7ec4c-f2e3-4474-8897-5cab30a27042 , I asked Sarah out on a date. , She said yes. , I was so excited for our date together. , We went to dinner and then a movie. , I got to kiss Sarah goodnight. ,2
671,671,6feb1097-ec20-4267-8428-5db886f7cdc4 ," One day, I went to the zoo with my friends. "," I heard the zoo had sloths, and I had always wanted to see them. "," We visited almost all of the exhibits, but did not see any sloths. ", We finally found the sloths in the very last exhibit. , We were gratified. ,2
672,672,b121d09f-138e-4729-b40c-4f2929f3537c , A scientist discovers that there is a disease beginning to spread. , He works on a cure for the disease in his lab. , Other scientists gather to help him with his work. , Several weeks go by and they manage to develop a cure. , They save the world. ,1
673,673,60e60562-8f20-4218-b4fd-087e577c97ca , Yvonne had always been overweight. , For New Year's she made a resolution to start exercising. , She began jogging everyday. , In two months she had lost 23 pounds. , Yvonne was proud of herself. ,1
674,674,70a92fb5-86ef-40d1-8516-715428957cd6 , India wanted to try Iced Coffee. , India decided to make her own Iced Coffee at home. , India prepared the coffee in the machine for the beverage. , India then grabbed the milk and ice for the beverage. ," When she finished the preparation, she consumed the yummy drink. ",2
675,675,ef67c00b-6924-4145-b585-9f55a7d714a9 ," Betsy wanted a puppy, but her mom said no. ", Betsy was so sad and disappointed because she really wanted a pet. , One day she went into her room and found a hamster in a cage. , Her mom had gotten her a pet after all! , Betsy was really excited. ,3
676,676,bbb86163-0aa5-467a-bcfb-a37138d2e5ee , Maureen has always wanted to become a Biology teacher. , She studies very hard to become an expert in Biology. , Her friends tell her that Biology is too tough for her. ," However, she continues until she has her degree. ", Now Maureen shares her passion for Biology with students. ,1
677,677,e18c3d41-93e3-46b5-9e8e-3d9900f6b492 , Cornelia had always loved working with her hands. , She decided she wanted to try building a table by herself. , She took a woodworking course to learn how to build it. ," After finishing the course, Cornelia built a beautiful table. ", Cornelia  uses it as a nightstand in her room. ,1
678,678,e5699d71-5494-4769-9e41-35e726fb5f53 , Bo and Jim wanted to drive fast. , They took their cars to the salt flats in Utah. , Bo hopped in his Mustang and Jim hopped in his Corvette. , They raced each other for seven miles. , Jim won the race in his Corvette. ,1
679,679,18178e5c-c985-4753-a898-c7826048ca5e , Today Sally went for a hike. , She loved walking through the woods. , She saw a beautiful robin in her nest. , Sally loves robins. , She was excited. ,2
680,680,2d3473c4-76a8-48da-9c18-7ed1edae395a , Joy's boyfriend took her to play putt putt. , He didn't realize she had been playing golf since she was a child. , She had three holes in one during their game. , She beat him by 18 points! , He laughed and asked for a re-match. ,1
