,emotion,plutchik,selection0,selection1,label
4584,"['unique', 'liberated', 'lonely']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Anne was the only girl on the wrestling team.,I ran to open it.,0
4585,"['shocked', 'angry', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}","Seeing that it closed late, the group got into a car and drove there.",Now all of Lisa's clothes are ruined.,1
4586,"['disappointed', 'excited', 'eager', 'happy', 'accomplished', 'satisfied', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They would need it for their vegetables in winter.,On the 4th day the toy brought no joy.,0
4587,['eager'],"{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","As she didn't find anything conclusive, she went to a doctor.",Stew really wanted to learn how to play chess.,1
4588,"['frightened', 'surprised', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",I tried using dish soap instead of commercial cleaner.,"Suddenly, he saw a crocodile.",1
4589,"['firm', 'confident', 'bad', 'crushed', 'despair', 'depressed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Their doctor told them it wouldn't be possible to have one.,"Alas, there was not enough work during Christmas break.",0
4590,"['grateful', 'relieved', 'relief']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The order number had been accidentally switched.,"After a scary night, he was found and rescued.",1
4591,"['belonged', 'included', 'excited', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The couple went and bought new furnishings at a baby store.,Tom was watching basketball with his friend Jamal.,1
4592,"['angry', 'shocked', 'mad', 'upset']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 3, 'anticipation': 0}",Everything was perfect.,Her airport check in app says her flight to Paris is canceled.,1
4593,"['happy', 'pleased']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","The pool requires a lot of maintenance ,but was completely worth it.",Jasper noticed that after a day of hard work his feet always hurt.,0
4594,"['connected', 'happy', 'accomplished', 'excited', 'fulfills', 'positive']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We rode all the roller coasters.,Tom and Keira had been together for years.,0
4595,"['adventurous', 'thrilled', 'disappointed', 'excited', 'enjoyment', 'fired up', 'exhilarated', 'smart']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Rally was worried and curious.,They decided to take the zip line all the way down.,1
4596,"['excited', 'joyful', 'ecstatic', 'surprised']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","With a burp, he stumbled off the track and passed out in a ditch.",She ran and gave her a big hug.,1
4597,"['excited', 'considerate', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It was a collie.,He gets hit hard from behind.,0
4598,"['disappointed', 'sad', 'lied', 'lazy', 'useless']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",David was going to sleep.,"Now that we are married, he hardly ever works.",1
4599,"['nervous', 'frustrated', 'incapable', 'demotivated']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 1}","Dan grabbed a basket, and grabbed as much as he can.","As he went to bed that night, he was dreading the next day.",1
4600,"['fine', 'confused', 'calm', 'tired', 'annoyed', 'surprise']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She entered a local talent show in her home town.,The next day we woke to a dull roar.,1
4601,"['happy', 'relieved', 'helping', 'helpful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I will use less dishes because I do not like to wash them.,Her friend had brought extras.,1
4602,"['scared', 'happy', 'afraid']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He thought it was a shark.,Marko Ster operated a successful YouTube channel on the internet.,0
4603,"['hungry', 'determined', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","One day, Sally decided she wanted to make banana bread.",She had to see a friend and left without an good explanation.,0
4604,"['annoyed', 'suspicious', 'observant']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",He was supposed to go on a date and didn't want to cancel.,"At the front, the amusement park attendant glared at him.",1
4605,"['joy', 'happy']","{'joy': 3, 'trust': 3, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",And so he lost the game.,"My dog, Ninja, likes to run in our small yard.",1
4606,"['happy', 'affectionate']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Shawn falls in love with the dog at the store.,After a month no one had claimed it so they split the money.,0
4607,"['calm', 'productive', 'hungry']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He never took that employees advice again.,Sara went to the supermarket to buy maple syrup.,1
4608,"['happy', 'content', 'excited', 'relieved']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They decided to get married.,He ended up being able to buy two shirts.,0
4609,"['friendly', 'put upon', 'concern', 'grateful', 'hopeful']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They stopped at the door and chatted for awhile.,He called his friend to help him drag it out.,1
4610,"['angry', 'sad', 'upset', 'depressed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 3, 'anticipation': 0}",Gordo begins drinking due to stress.,The bigger kids would surround him and take his bookbag and dump it.,1
4611,"['content', 'contented']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He did not know where to go.,Jelly liked wine.,1
4612,"['guilty', 'enchanted', 'confused', 'happy', 'neglected', 'sorry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He thought it was the best concert ever.,"He called Anne and apologized, adding he'd met someone else.",1
4613,"['happy', 'hopeful', 'excited', 'nervous']","{'joy': 3, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",A person who was close to her helped her get up.,Maria is pregnant.,1
4614,"['unlucky', 'angry', 'idiotic']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 0}",His friends asked him how he stayed wealthy.,The lipstick opened in the dryer.,1
4615,"['awed', 'fascinated']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Suzy broke down in tears.,One day someone asked him to pour a flaming drink while blindfolded.,1
4616,"['desired', 'loved', 'happy', 'excited']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tim apologized and replaced it.,Lonnie asked and she said of course.,1
4617,"['surprised', 'joyful', 'excited', 'lonely', 'bored', 'thirsty']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom just went to get more punch.,We rode all the roller coasters.,0
4618,"['terrible', 'nauseous', 'sick']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 2, 'anger': 0, 'anticipation': 0}",I saw the most beautiful lamp advertised in a garage sale ad.,The next day they were all too hungover.,1
4619,"['grateful', 'relieved']","{'joy': 3, 'trust': 3, 'fear': 1, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I diligently read all 20 books to my child.,The dispatcher fortunately sent an emergency crew to help him in time.,1
4620,"['anger', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 0}",But the car needed much more than a tune up.,He parents did not think that she was mature enough to move away.,1
4621,"['determined', 'investigative', 'sly']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He told his instructor that he wanted to learn to use weapons.,"On some advice, she decided to be sneaky.",1
4622,"['joy', 'ecstatic', 'energized', 'static', 'excited', 'lucky']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sue kept calling her dog but she was nowhere to be found.,They got to the front of the pit.,1
4623,"['worried', 'upset']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}","His friends began to call him names, but Jerome felt better.",His dog is too fast and runs off.,1
4624,"['relieved', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Julia never really liked Michael.,They were able to give him a replacement.,1
4625,"['confused', 'doubtful']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",She didn't know if hiking was really for her.,I prepared glazed bunny marshmallows.,0
4626,"['satisfied', 'more confident']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Ida was proud of her increased strength and endurance!,Tyler told them he ate a peanut butter cracker.,0
4627,"['sad', 'upset', 'positive']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Nora was devastated!,I went to all the classic places and saw as much art as possible.,0
4628,"['annoyed', 'comfortable', 'disappointed']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Andrew had to buy a new pair of pants.,They each bought shirts for themselves and their dates.,0
4629,"['disappointed', 'exasperated']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 1}",Yesterday I needed eggs urgently for a recipe I was making.,Jen sheepishly asked her hosts for a hand towel.,0
4630,"['unhappy', 'enthusiastic']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 2}",Sheila decided that she wanted to be a dentist when she grew up.,I took my son to the barbershop today.,1
4631,"['annoyed', 'sad', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Then some people in town fell off a cliff while playing Pokemon Go.,"When her mom needed a call, she tried to take it away.",1
4632,"['understanding', 'enlightened', 'anticipation', 'scared', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tim learned never to touch mysterious fungus again.,Kelly wanted to build a treehouse.,0
4633,"['accomplished', 'successful', 'proud', 'caught', 'regretful', 'ashamed']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Nero came in second place, pleasing Ben enormously.",Brad was arrested for the crime and sent to jail.,1
4634,"['pride', 'cool', 'happy', 'proud', 'special']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Everyone thought it was cool.,I told him I couldn't take it anymore.,0
4635,"['happy', 'joy', 'excited', 'generous', 'secretive', 'rebellious', 'anxious', 'included', 'protective']","{'joy': 1, 'trust': 2, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Nevertheless, when her parents were away, her brother let her try.",The teacher required him to retake the course.,0
4636,"['tired', 'annoyed', 'disappointed', 'powerful', 'caring', 'insistent']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The redneck had lain the turkey on plywood in the back of his truck.,But her grandma insisted she go to bed when she did.,1
4637,"['supportive', 'grateful', 'caring', 'loved', 'happy', 'sympathetic', 'worried', 'sad']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The other bridesmaids gave her their support.,My Dad did NOT like the Mantis ride.,0
4638,"['apologetic', 'awkward', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He stopped painting when he got a job at a factory.,She spent the evening looking down at him!,1
4639,"['disappointed', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",But she looked at the price.,"But as she got used to it, she started to like it.",0
4640,"['worried', 'rushed', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He thought it was too uncomfortable.,She drove there as fast as she could.,1
4641,"['hardy', 'disgusted', 'frustrated']","{'joy': 0, 'trust': 1, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 3, 'anger': 2, 'anticipation': 0}",She finally found out he wanted to get himself a desk.,"He swung hard, but his ball landed in the bunker.",1
4642,"['gratified', 'competent', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She purchased a premium account on the website.,Charles wanted a Macintosh computer but couldn't afford one.,0
4643,"['relieved', 'sense', 'happy', 'loved', 'homesick']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All of a sudden Tom's cat popped up.,George believed he could one day win the championship.,0
4644,"['happy', 'love']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My daughter's friend wanted to be in a fine arts class.,My girlfriend planned a picnic for us last weekend.,1
4645,"['defeated', 'guilty']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 1}","I tried to apologize, but it wasn't accepted.",Donna confesses her love once again.,0
4646,"['disappointed', 'bored', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",He could not find a pair that fit him well.,Gina laughed at how silly Lisa was.,0
4647,"['excited', 'helpful', 'whole', 'loved', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Beth was angry that Sam didn't clean up after himself.,We felt happier after we adopted the dog and gave him a good home.,1
4648,"['dutiful', 'sad', 'concentrated', 'hurt', 'relieved']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The doctor said the nerves got pinched during the night.,The barber got his equipment set up by his stand.,0
4649,"['disappointed', 'bad', 'collectable', 'frustrated', 'dejected']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Brock loves cars.,She was outbid quickly.,1
4650,"['happy', 'confused']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I gave him a ride.,He had a girlfriend but always wanted to hang out with her.,1
4651,"['excited', 'confident']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sally just got a brand new car.,"He called me up and asked to come over, but I couldn't.",0
4652,"['happy', 'competent', 'proud', 'accomplished']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Stewart used physics to explain why his rocket exploded.,Sonny was spending a night in the town with his friends.,0
4653,"['excited', 'lonely', 'fear', 'sad']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Gina felt slightly better about the whole situation.,Her mom searched everywhere for her.,1
4654,"['happy', 'anticipation', 'desire', 'loved', 'excited']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It was time for Judy to plant flowers with her grandmother.,Billy was always a hard worker.,0
4655,"['satisfied', 'tired', 'rested', 'happy', 'peaceful', 'relieved']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Now they are all taking naps.,"He decided to design video games, not pilot ships!",0
4656,"['romantic', 'nostalgic', 'happy', 'surprised', 'pleased']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Bill became a famous author.,"Seven years later, we ran into each other at a wedding.",1
4657,"['hopeful', 'accomplished']","{'joy': 2, 'trust': 2, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","One day, Sam decided to start selling bagged salads.",He was walking it to the apartment complex's garbage dumpster.,0
4658,"['determined', 'confident', 'unashamed']","{'joy': 0, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 2, 'anticipation': 3}",He fought it in court.,She bought a new goldfish similar to her old one.,0
4659,"['disappointed', 'anger']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 3, 'sadness': 1, 'disgust': 3, 'anger': 1, 'anticipation': 0}",One day she decided to rearrange the room.,Julie was not as excited anymore to have a kitten.,1
4660,"['sorry', 'impatient', 'annoyed', 'worried']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","But at the show, her nerves left her.",Soon Lisa needed to stop at a restroom.,1
4661,"['happy', 'satisfied', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Marcus made a lot of cool friends online who loved to watch him play.,Trayvon was a teenager and considered a good kid.,1
4662,"['loved', 'joy', 'excited', 'happy', 'anticipation']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Kai's mom invited him to a movie.,Then Paul argued with the owner.,0
4663,"['satisfied', 'addicted']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 2}",Meisha's husband encouraged her and practiced with her everyday.,Steve is addicted to coffee and drinks pots of it every day.,1
4664,"['rushed', 'ashamed', 'afraid', 'exhausted']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 2}",The lead actress refused to show up.,The teacher handed the class their exams to take.,1
4665,"['annoyed', 'exhausted', 'worn out']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",The man had to keep walking to find water.,He pulled the dishwasher out of the box.,0
4666,"['loved', 'happy', 'loving', 'confuse']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It was Remy's first day of college.,He named it Pete.,1
4667,"['amazed', 'shocked', 'jubilation']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",A man wins a six million dollar lottery in Oregon.,Ellie and Ethan were rivals on the track team.,0
4668,"['worry', 'fear', 'uptight']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",It was a day of inspection.,Shawn knew he should have brought a flashlight!,0
4669,"['confuse', 'confused']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The principal said he would not be permitted if he was older.,He decided it was time for a vacation.,0
4670,"['embarrassed', 'ashamed', 'disgusted']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 0}",I had to scrub my neck in the bathroom.,Billy swallowed the energy drink contents and felt awake for school.,0
4671,"['disappointed', 'shocked', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",When Rick woke up he couldn't see anyone.,They weren't teaching me anything at all about anything.,1
4672,"['disappointed', 'surprised']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Jerome enjoyed watching his favorite movies on his new television.,Then Hannah discovered that both rabbits were females.,1
4673,"['excited', 'athletic', 'stunted']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Mike always tried to be there for his friends.,Ginger had always wanted to pitch.,1
4674,"['pissed', 'upset', 'disrespected']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 1}",This league didn't allow girls to play on the teams.,I collected them all together in a metal tin by Lisa Frank.,0
4675,"['normal', 'happy', 'attentive', 'awe']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It's now her favorite apple dish!,Lily's elderly aunt always wore a flowered bonnet on Easter.,1
4676,"['anticipation', 'happy', 'positive']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Joe laid out many snacks and had his nice TV out for everyone.,It had springs.,0
4677,"['depressed', 'annoyed', 'angry', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Instead she said she was sick and went to the doctor.,It killed the flame on the grill.,1
4678,"['pride', 'happy', 'sporty']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gina called her dad to ask for money.,Ginger was good at pitching softball.,1
4679,"['nostalgic', 'growth']","{'joy': 2, 'trust': 2, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",She cried and went to her mom.,"As he grew, he pinpointed his interest.",1
4680,"['grateful', 'sad']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",The wall was just one-foot tall after all of his work.,I used to cook but am now disabled.,1
4681,"['hungry', 'happy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Bob was eating a muffin.,My friend Zach decided to take us to a race track.,0
4682,"['happy', 'bored', 'content']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Roger was riding his bike to work like he usually does.,The girl gave him the worst haircut of all time.,0
4683,"['anxious', 'excited', 'optimistic']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She went to a sandwich shop and got her favorite sandwich.,There were several rooms for rent and two apartments.,1
4684,"['excited', 'happy', 'curiosity', 'joyful', 'scared']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",But he later found out about its high sugar content.,We put the salamander in the water.,1
4685,"['touched', 'proud', 'okay', 'honored']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",After mulling it over the owner decided not to sell.,He decided to write about him.,1
4686,"['determined', 'dynamic']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I went to the cabinet to grab cleaning supplies.,She was new to the job before him.,0
4687,"['fascinated', 'inquisitor', 'nervous', 'excited']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He went in, knowing no one had been there in over 10 years.",They were having an excellent time.,0
4688,['disappointed'],"{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Some of vegetables were wilted and unusable.,Beth was so happy since she thought no one cared to give her a shower.,0
4689,"['helpful', 'useful', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He goes to the shoe store and talks to the owner.,Kim was shocked the woman had the nerve to scowl at her.,0
4690,"['bossy', 'pleased', 'rushing', 'hopeful', 'pressured', 'rushed']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",We also had a lot of food to eat.,So he quickly made an episode in only one week.,1
4691,"['eager', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",She felt ready for her new adventure.,Once in the neighbor's yard Johnny met their mean dog Sampson.,0
