,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
3929,"While outside, she would go for walks and pick flowers.",1,0,0,0,0,0,0,1
3930,"Arriving home, Sandy would put the flowers in a nice vase.",1,0,0,0,0,0,0,1
3931,I made a drawing for an art contest.,0,0,0,0,0,1,0,1
3932,I really thought it turned out terrible.,0,0,1,1,1,1,1,1
3933,I was afraid to submit it.,1,1,0,0,0,0,0,1
3934,My friends encouraged me to submit it to the contest.,1,0,0,1,0,0,0,0
3935,Bridgette and Frank were in a ballroom dancing class together.,1,1,0,1,0,0,0,1
3936,They were so good that they were told to enter a contest.,1,1,0,0,0,0,0,1
3937,So they entered and then practiced every day and night.,0,0,1,1,1,0,1,1
3938,"Unfortunately,they fell during practice and Frank broke his ankle.",0,0,1,1,1,0,1,0
3939,Tommy's secret hobby want to hike in unexplored locations.,1,0,1,1,0,0,0,1
3940,Two days ago he went up a hillside to an abandoned cabin.,1,1,1,1,0,0,0,1
3941,"He went in, knowing no one had been there in over 10 years.",1,1,0,1,0,0,0,1
3942,"To his surprise, a dog was using the old building as shelter.",1,1,0,0,0,0,0,1
3943,She went to four different shops.,0,0,0,1,1,1,1,0
3944,The first three had nothing.,1,0,1,1,1,1,1,1
3945,The fourth had options.,1,1,0,1,0,0,0,1
3946,Denise loved to eat at Taco Bell and ate there once a week.,0,0,0,1,1,1,0,0
3947,In 2015 she moved to Ohio where there was no Taco Bell in her town.,1,1,0,1,0,0,0,1
3948,In 2016 she craved Taco Bell and did a search to find the nearest one.,0,0,0,1,1,1,1,1
3949,She found one that was a 3 hour drive away from her home.,1,0,0,1,0,1,0,1
3950,He decided to drive home under the influence of alcohol.,0,0,1,1,0,0,1,1
3951,"Sure enough, he was stopped by the police.",0,0,1,0,0,0,1,0
3952,They police arrested Bob and sent him to jail.,0,0,1,1,1,1,1,1
3953,My friend is a philosophy teacher.,0,0,0,1,0,1,0,0
3954,He has always hated tv.,0,0,1,1,1,1,1,1
3955,He claimed they could corrupt his children's minds.,0,0,0,0,0,1,1,0
3956,He has destroyed a few tvs in his lifetime.,0,1,1,0,1,1,1,1
3957,There lived a mercenary with no feelings or empathy.,1,1,1,1,1,0,1,0
3958,"He would take the job for the highest bidder,regardless of human life.",0,0,0,0,1,1,0,0
3959,He killed and killed until he was an old man.,0,0,0,0,0,1,1,0
3960,"One day while laying in his resting bed dying, he saw a man.",1,0,0,1,1,0,0,1
3961,My dad really enjoys going fishing.,1,1,0,0,0,0,0,1
3962,He could do it for hours and hours.,0,0,0,0,1,0,0,0
3963,I go sometimes but I get bored.,1,1,0,1,1,0,0,1
3964,Dad said I'll like it more when I get older.,0,0,0,0,0,0,0,0
3965,Meg was invited to a fancy dinner party.,0,0,0,0,1,1,1,1
3966,But she could not afford any fancy clothing to wear.,0,1,1,0,0,0,0,1
3967,Her mom encouraged her to go anyways.,1,1,0,0,0,0,0,1
3968,Meg decided to take her mom's advice.,1,1,0,1,0,0,0,1
3969,They crawled to a box.,0,0,1,1,1,1,1,1
3970,Kai's mom invited him to a movie.,1,1,0,1,0,0,0,1
3971,Kai agreed to go with her.,1,0,1,1,0,0,0,1
3972,They went to see a horror movie.,0,0,1,1,0,0,0,1
3973,The movie was terrifying!,1,0,0,0,0,0,0,0
3974,Reba decided to change careers.,1,0,1,0,0,0,0,1
3975,For many years she had been a history teacher.,1,1,0,0,0,0,0,1
3976,Having a love for photography made her want to switch.,1,1,0,0,0,0,0,1
3977,She purchased her equipment and quit teaching.,1,0,0,0,0,0,0,0
3978,His family was going on a vacation to a famous site.,1,1,0,0,0,0,0,1
3979,He asked his principal for permission to go with his family.,0,0,0,1,0,0,0,1
3980,The principal said he would not be permitted if he was older.,1,1,0,0,0,0,0,1
3981,She saw an ad for a schoolwide joke contest.,1,0,0,0,0,0,0,1
3982,She decided that she would enter her very favorite joke.,1,1,0,1,0,0,0,1
3983,To her surprise the next week she won the contest.,1,1,0,1,0,0,0,1
3984,The Johnson family took family photos every year.,1,1,0,0,0,0,0,1
3985,They would wear matching outfits and everything.,1,1,0,0,0,0,0,1
3986,They would fly in the whole family from all over the country.,1,1,0,0,0,0,0,1
3987,Just to put the picture on a Christmas card.,1,1,0,1,1,0,1,1
3988,Georgina's life was fraught with difficulty.,0,0,1,0,1,0,1,1
3989,She was trying to get a visa to come to the US.,0,0,1,1,1,1,1,1
3990,She sought asylum but immigration officials turned her down.,0,0,1,1,1,1,0,1
3991,She decided to write a letter to the president.,1,1,0,1,0,0,0,0
3992,Elizabeth likes to read novels.,0,0,0,0,1,0,1,1
3993,Her apartment has very dim lights that are not good for reading.,1,1,0,1,0,0,0,1
3994,Elizabeth decided to go to a furniture store to get a proper light.,1,1,0,0,0,0,0,0
3995,She ended up spending a lot of money on a reading lamp.,1,0,0,0,0,0,0,0
3996,Lindsay had a day off and wanted to go to the park.,1,0,0,1,0,0,0,1
3997,Arriving at the park she noticed a large amount of ducks.,1,0,0,1,0,0,0,1
3998,"Running over to them, they all ran away except for one.",1,1,0,1,0,0,0,0
3999,This one duck followed Lindsay around the pond for an hour.,0,0,1,1,0,0,0,0
4000,Andy felt sick while at work.,0,0,1,1,1,1,1,1
4001,He started running fever.,0,0,0,1,1,1,0,1
4002,He got queasy.,0,0,0,0,0,1,0,0
4003,He went to the doctor.,0,0,1,1,1,1,1,1
4004,Peter had gotten a pet dog.,0,0,1,1,1,0,0,0
4005,His daughter started sneezing.,0,0,1,0,1,1,0,0
4006,He brought his daughter to the doctor.,0,0,0,1,1,0,0,0
4007,His daughter was allergic to the dog.,0,0,0,0,1,1,0,1
4008,Mark was at the doctor's office.,0,0,1,0,0,0,0,1
4009,His doctor had news for him.,0,0,1,1,1,1,1,1
4010,He informed him that he had cancer.,0,0,1,0,1,0,0,0
4011,Mark was so upset and he called his family.,0,1,1,1,1,0,0,0
4012,Carl is crossing the street with his seeing-eye dog.,1,1,1,1,0,0,0,1
4013,"Because he is blind, Carl does not see a car that is coming his way.",1,1,1,1,0,0,0,0
4014,"Carl's dog is able to see the car, however, and pulls him to the curb.",1,1,1,1,0,0,0,1
4015,Some nearby people went to go check on Carl and make sure he was fine.,1,1,0,1,0,0,0,1
4016,Steven wanted to be an improv comic.,1,1,0,1,0,0,0,1
4017,He found a local theater that offered classes.,1,1,0,0,0,0,0,1
4018,Steven took beginners classes and improved his skills.,1,1,0,1,0,0,0,1
4019,Steven worked his way up to advanced classes with seasoned performers.,1,1,0,1,0,0,0,1
4020,The family shared a basket of fries.,1,0,0,0,0,0,0,0
4021,The son ate them very fast.,0,0,0,1,0,1,1,0
4022,The daughter got mad.,0,1,1,1,0,1,1,1
4023,Dad told them to keep it down.,0,0,0,1,0,0,1,0
4024,Tony loved his dog Snowy more than anything in the world.,0,0,1,1,1,0,0,1
4025,"One day, he forgot to close the front door and his dog ran outside.",0,0,1,1,1,0,1,1
4026,Toby was devastated and missed his dog terribly.,0,0,1,1,1,1,1,1
4027,Then he decided to make Lost Dog fliers.,1,1,0,1,0,0,0,1
4028,Kate was taking the bus home from work.,0,0,0,0,0,0,0,1
4029,She was waiting at the stop.,0,0,1,1,0,1,1,1
4030,A shady character walked near her.,0,0,1,1,1,1,1,1
4031,She clutched her purse tightly.,0,0,1,1,0,1,0,1
4032,I downloaded Pokemon Go onto my smart phone.,1,0,0,0,0,0,0,1
4033,I was playing the game at a beach early in the morning.,1,1,0,0,0,0,0,1
4034,I was chasing Pokemon along the beach and into the water.,0,0,1,1,1,1,0,1
4035,"Suddenly, I noticed that there was a dead body beside me.",0,0,1,1,1,1,0,1
4036,Lim and Shorty got in a fight.,0,0,1,1,1,1,1,1
4037,"Bruce interjected, trying to stop the fight.",0,0,0,0,0,1,1,0
4038,He told them the next one to open their mouth would deal with him.,1,1,1,1,0,1,1,1
4039,Bruce made them both shake hands.,0,0,1,1,1,1,1,0
4040,The small dog refused to walk up the stairs.,0,0,1,0,1,0,0,1
4041,"The dog's owner was worried, so he took him to the vet.",1,1,1,0,1,0,0,1
4042,The vet carefully examined all four paws and diagnosed a sprain.,1,0,1,1,1,0,0,0
4043,The vet prescribed a painkiller to make the dog more comfortable.,1,0,0,1,0,0,0,1
4044,He connected with the ball.,1,0,0,1,0,0,0,1
4045,He ran around the bases as fast as he could.,1,1,0,1,0,0,0,1
4046,He reached third base.,1,1,0,1,0,0,0,1
4047,Mary was worried because her husband Josh had toothache.,0,0,1,1,1,0,0,1
4048,Mary had an uncle who had a stroke shortly after having a toothache.,0,0,1,0,0,0,0,1
4049,Mary asked Josh to get checked out in case he was like her uncle.,0,1,1,0,1,0,0,0
4050,Josh went to the dentist.,1,0,0,1,0,0,0,1
4051,Camden and his brother loved going to the park.,1,1,0,1,0,0,0,1
4052,His mother took them there often.,1,1,0,0,0,0,0,1
4053,Camden decided to play on the seesaw.,1,1,0,0,0,0,0,1
4054,He and his brother got going very fast.,0,0,1,1,1,0,1,1
4055,Jeff did not like the band he was in.,0,0,1,1,1,1,1,0
4056,He decided to exit the band with a bang since he hated everyone.,0,1,1,0,1,1,1,1
4057,He paid camgirls to say explicit things about his bandmates.,0,0,0,0,1,1,1,1
4058,He recorded the girls and posted it on Facebook.,0,0,0,1,1,1,1,1
4059,Everyone immediately said bless you.,0,0,0,1,1,1,1,0
4060,"On the other hand, I sneezed and got no response.",0,0,1,1,1,0,1,0
4061,I became more suspicious when the event happened again.,1,1,1,0,1,1,1,1
4062,Sam decided to go out for lunch.,1,0,0,0,0,0,0,1
4063,She went to a sandwich shop and got her favorite sandwich.,0,0,0,1,1,0,0,0
4064,When she walked out the door she was a homeless guy sitting outside.,1,1,0,1,0,0,0,0
4065,Sam went over to him and gave him the sandwich.,1,0,0,0,0,0,0,0
4066,Jill woke up one day to see a huge fence next to her house.,0,0,1,1,0,0,1,1
4067,She panicked and went outside.,0,0,1,1,0,0,0,1
4068,"There, she talked to her neighbor and asked what was going on.",0,0,0,1,1,0,1,0
4069,The neighbor wanted privacy and had erected the fence overnight.,0,0,0,1,0,1,1,0
4070,Sam lost his wallet.,0,0,1,1,0,0,0,0
4071,He looked for it everywhere.,0,1,1,0,1,0,1,1
4072,He decided to get all his cards replaced.,1,0,0,1,1,1,1,1
4073,Right after going through that process he found his wallet.,0,0,0,1,0,0,1,1
4074,Tim was playing ball.,0,0,1,1,1,1,1,1
4075,He was too scared to go.,0,0,1,0,1,0,1,1
4076,His friends called him chicken.,0,0,1,1,1,0,1,0
4077,She was helping him clean up.,1,0,0,0,0,0,0,0
4078,She saw a tarp covering a table.,1,0,0,1,0,0,0,0
4079,She pulled the tarp back and revealed a sewing machine.,1,1,0,1,0,0,0,1
4080,Tommy was excited about getting a new puppy.,1,1,0,1,0,0,0,1
4081,He had been asking his parents for weeks about a pet.,1,1,0,1,0,0,0,1
4082,After proving to his parents he was responsible enough for a pet.,1,1,0,1,0,0,0,1
4083,They took him to look at dogs.,1,1,0,1,0,0,0,1
4084,Tom was out swimming with friends.,1,1,0,0,0,0,0,1
4085,They were at a local pool.,0,0,1,1,1,0,0,1
4086,Tom noticed his watch was missing.,0,0,1,0,0,0,0,0
4087,He tried looking all over the pool for it.,1,0,0,1,0,0,0,0
4088,I've contacted a pool company and they gave me the build plans.,1,1,0,0,0,0,0,1
4089,Finally they were finished making my pool after a week.,1,1,0,0,0,0,0,0
4090,Rihanna noticed that she had a large white head on her nose.,0,0,1,1,1,1,1,0
4091,Her friends reminded her about it during the entire day.,0,0,0,1,1,0,1,1
4092,"However, she tried to resist it.",0,0,1,0,1,1,0,0
4093,"Eventually, she started to feel uncomfortable.",1,1,1,1,1,1,1,1
4094,Jimmy Carr was a speedster.,1,1,0,1,0,0,0,1
4095,"One night, Jimmy was racing and had almost won.",0,0,1,1,1,0,0,1
4096,A cow ran out onto the road in front of him.,0,0,1,1,1,0,1,0
4097,Gina had a crush on both Jamie and Josh.,0,0,0,0,1,0,0,1
4098,But they were cool and she wasn't.,1,1,1,1,0,0,0,1
4099,Gina called her friend Tami and asked her opinion.,1,1,0,1,0,0,0,1
4100,Tami felt she had a number of options and detailed them all.,1,1,0,0,0,0,0,1
4101,Meth will mess you up.,0,0,1,1,1,1,0,0
4102,He was messed up for three days.,0,0,1,1,1,1,1,0
4103,I decided I needed to brush them.,1,0,0,0,0,0,0,0
4104,Upon entering my bathroom I found my toothpaste and toothbrush.,0,0,0,0,0,0,0,1
4105,I squirted a pea sized amount of toothpaste on the toothbrush.,1,0,0,0,0,0,0,0
4106,I bought myself a daily planner.,1,1,0,0,0,0,0,1
4107,I've been using it to track my projects day to day.,1,1,0,0,0,0,0,0
4108,I simply check off daily tasks when they're done.,0,0,1,1,1,1,1,1
4109,But I find that I leave a lot of things unchecked.,0,0,0,0,1,1,1,0
4110,Gerald was short on money one day.,1,1,0,0,0,0,0,1
4111,"He decided that since he had free time, he would get a job.",1,1,0,1,0,0,0,0
4112,Gerald applied at many places until he got a cashier job.,1,1,0,1,0,0,0,1
4113,He went to the interview and impressed the interviewer.,1,1,0,0,0,0,0,1
4114,They were all very dirty so i decided to clean them.,0,1,0,0,0,0,0,1
4115,I went to the cabinet to grab cleaning supplies.,1,0,0,0,0,1,0,0
4116,I walked through the house and cleaned the windows.,1,1,0,0,0,0,0,1
4117,I wanted to be thin like the friends i associated with.,0,0,1,0,1,1,0,1
4118,Desperate I joined a weight loss study.,0,1,1,1,1,1,1,1
4119,The doctors placed me on a starvation diet of 800 daily calories.,1,1,1,1,1,1,1,1
4120,I felt like I was going to die as the weight melted off.,0,0,1,0,1,1,0,1
4121,Tom came home after a long road trip.,0,0,1,1,1,1,1,1
4122,"When he unlocked the door of his house, he could hear a dripping noise",0,0,1,1,1,0,1,0
4123,"Running inside, he saw the entire first floor of his house was wet.",0,0,0,1,1,1,1,1
4124,"One of the pipes in his kitchen had burst, leaking water everywhere.",1,1,0,1,0,0,0,1
4125,Lola wanted to impress her wedding attendees.,1,1,0,0,0,0,0,1
4126,She and her fiance signed up for dance classes.,1,1,0,1,0,0,0,1
4127,"Secretly, they mastered a handful of popular dances.",1,1,0,1,0,0,0,0
4128,Their first wedding dance was a waltz.,1,1,0,1,0,0,0,1
4129,All the sudden she dropped something.,0,0,0,1,1,1,1,1
4130,It was the jar of pickles.,0,0,1,1,1,1,1,0
4131,Allie was so furious.,0,0,0,1,0,1,1,0
4132,Ann had a spelling test today.,0,0,1,1,1,1,1,1
4133,She was quite worried.,0,0,1,0,1,1,1,1
4134,She did not study.,0,0,1,0,1,1,0,1
4135,She figured she would fail.,0,0,1,0,1,1,1,1
4136,He waited for an hour but the pizza never arrived.,0,0,0,1,1,1,1,1
4137,"Finally, he decided to call the pizza place and check up on things.",0,0,0,0,1,1,1,0
4138,They told him that they couldn't find his address.,0,0,0,0,1,0,1,1
4139,Jerry went fishing last Sunday.,0,0,0,1,1,0,1,0
4140,"He caught a lot of catfish, but one snapped his pole in half.",1,1,0,1,1,0,1,1
4141,Jerry went to the store to buy a new fishing pole.,1,1,0,1,0,0,0,1
4142,Jerry came home with two because he couldn't decide.,1,1,0,0,0,0,0,1
4143,Caleb got his first car for his 16th birthday.,1,0,0,0,0,0,0,1
4144,It was decided he would work a part time job.,1,0,1,0,0,0,0,1
4145,He needed his own money for things like gas and insurance.,1,0,0,1,0,0,0,1
4146,The very first job he applied to he got.,1,1,0,0,0,0,0,1
4147,There was a storm over Bill's house.,0,0,1,0,0,0,0,0
4148,He was very scared.,0,0,1,0,0,0,0,1
4149,He needed to take his mind off the storm.,1,1,1,1,0,0,0,1
4150,He played video games to busy himself.,1,0,0,0,0,0,0,0
4151,Andrea was not feeling well lately.,0,0,1,0,1,1,0,1
4152,She didn't know what was wrong and was worried.,0,0,1,0,0,0,0,1
4153,She decided to go to the doctor.,1,1,1,1,0,0,0,1
4154,The doctor ran some tests and told Andrea that she was pregnant.,1,0,1,1,0,0,0,1
4155,Joey and his daughter lived in a mobile home in Texas.,0,0,1,1,0,0,0,1
4156,"While watching the news, they heard there was a tornado coming.",0,0,1,1,1,0,0,1
4157,They quickly went to the neighbors storm cellar and waited.,0,0,1,1,1,0,0,1
4158,They hear loud noises and when the storm was over they came out.,1,1,1,1,1,0,0,1
4159,Suzy really needed to pay off her credit card.,1,0,0,0,0,0,0,1
4160,She decided she was going to get it over with.,1,1,0,0,0,0,0,1
4161,So she paid it in full.,1,1,0,1,0,0,0,1
4162,She was so relieved when she did.,1,0,0,0,0,0,0,1
4163,I was eating on my patio.,0,0,1,1,0,1,1,1
4164,It was trying to steal my food.,0,0,0,0,0,0,0,1
4165,It was relentless.,0,0,1,1,0,1,0,0
4166,Bailey had always seen herself attending college in the south.,1,0,0,0,0,0,0,1
4167,"After all, both of her parents had graduated from Auburn.",1,1,0,0,0,0,0,1
4168,"Because of this, Bailey assumed she did not have to try too hard.",1,0,0,0,0,0,0,1
4169,She rarely studied and spent most of her time with friends.,0,0,1,1,1,1,1,0
4170,My fiance put me in charge of the music for our wedding.,0,0,1,1,1,1,1,1
4171,I shopped around for bands and found out that it's expensive.,0,0,0,1,1,0,0,0
4172,I quoted a few people and it's all over my budget.,1,1,0,1,0,0,0,1
4173,I read online that many people make their own playlist to save money.,1,1,0,0,0,0,0,1
4174,Billy was feeling tired and had to get up to go to school.,0,0,0,0,1,0,0,0
4175,On the way to school Billy stopped by the local convenience store.,1,0,0,1,0,0,0,1
4176,As Billy entered he noticed an advertisement for an energy drink.,1,1,0,0,0,0,0,1
4177,Billy decided to buy the energy drink for himself.,1,0,0,1,0,0,0,1
4178,Jill comes home late at night crying.,0,0,1,1,1,1,1,0
4179,She explains to her roommate Jack that her date assaulted her.,0,0,1,1,1,1,1,0
4180,Afterwards there is a knock on the door.,1,1,1,1,1,1,1,0
4181,As soon as Jack opens the door he flattens the guy on the other side.,0,0,1,1,1,0,0,0
4182,I went to buy a new hat the other day.,1,0,0,0,0,0,0,1
4183,I went to buy my hat at the mall.,0,0,0,1,1,1,0,1
4184,The hat store was closed when I got there.,0,0,0,1,1,0,1,1
4185,So I had to go the hat store across town.,0,0,0,1,1,0,1,0
4186,Shannon was out of shampoo.,0,0,0,0,0,1,1,0
4187,Her hair was so greasy!,0,0,0,0,0,1,1,0
4188,She went to the store but forgot to buy it.,1,0,0,1,1,0,1,0
4189,"Out of desperation, she used Mr Bubble.",1,1,0,1,0,0,1,1
4190,Frank was humiliated by Ron in tether ball the other day in school.,0,0,0,1,1,0,0,0
4191,Everyone laughed when Ron beat him.,0,0,0,1,0,0,1,1
4192,So the next day Frank challenged Ron again.,1,0,0,0,0,0,0,1
4193,At first it looked like Ron was going to win again.,1,0,1,1,0,0,1,0
4194,Tim didn't know what to watch.,0,0,0,0,0,0,0,1
4195,Netflix had a lot of options.,0,0,0,1,0,0,0,1
4196,He kept scrolling through them.,1,1,0,1,0,1,1,1
4197,He finally gave up and picked something random.,0,0,0,0,1,1,1,1
4198,Jim is fed up with the construction on his street.,0,0,0,0,0,1,1,0
4199,At night time he goes to sabotage the equipment.,0,0,1,1,1,1,1,1
4200,Jim ruins the engine on the back hoe.,1,0,0,0,0,0,0,1
4201,The next day the construction is halted.,1,0,0,0,0,0,0,1
4202,Jane was a substitute teacher.,0,0,1,0,0,0,0,1
4203,She had to teach a first grade class.,0,0,0,1,1,1,1,1
4204,One of the kids kept eating glue.,0,0,1,1,0,1,1,1
4205,Jane kept making him stop.,0,0,1,1,0,0,1,1
4206,I took my daughter to the emergency room because of stomach pain.,1,0,1,0,0,0,0,1
4207,They gave her some medications.,0,0,1,1,1,1,1,1
4208,They came back later and said they gave her the wrong medication.,0,0,1,1,1,1,1,0
4209,They gave her blood pressure medication.,1,1,0,0,0,0,0,1
4210,Joey decides he would like to learn how to dance.,1,0,0,0,0,0,0,1
4211,He looks up local dance schools.,1,1,0,1,0,0,0,1
4212,Joey drives to a dance school in town.,1,1,0,0,0,0,0,1
4213,He learns all the latest moves.,1,1,0,0,0,0,0,1
4214,Grace wanted to look her very best on her wedding day.,0,1,0,0,0,0,0,1
4215,She spent three months eating healthy and exercising.,1,1,0,1,0,0,0,1
4216,She even bought a wedding dress two sizes smaller to wear.,1,1,1,0,0,0,0,1
4217,She planned on using the dresses size as her ideal weight loss goal.,1,1,0,1,0,0,0,1
4218,She wants to reach hotel after the long flight.,0,0,0,1,1,0,0,1
4219,Finally she is able to catch a cab.,1,0,1,0,1,1,1,1
4220,"Although the driver can't find her hotel at first, finally she does.",1,1,0,1,0,0,0,1
4221,One day I decided I wanted to become a professional baseball player.,1,1,1,0,0,0,0,1
4222,I joined a local baseball team so I could learn how to play baseball.,1,1,0,0,0,0,0,1
4223,I practiced baseball every day so I would get better.,0,0,0,0,0,0,0,1
4224,I ate healthy food and slept so I would get better at baseball.,1,1,0,1,0,0,0,1
4225,I went swimming yesterday.,0,0,0,1,0,1,1,1
4226,I was very hot sitting outside.,1,1,0,0,0,0,0,1
4227,Therefore I decided to jump in the pool.,0,0,1,1,0,0,0,0
4228,When I jumped in it was freezing.,1,1,0,1,0,0,0,0
4229,Her parents tried to teach her but she refused to listen.,1,1,0,1,1,0,0,1
4230,One day a guy she liked said he played piano.,1,1,0,1,0,0,0,1
4231,Mary went home and practiced so much she forgot about the guy.,1,1,0,1,0,0,0,1
4232,Tom's cat ran away from home one day.,0,0,1,1,1,0,0,1
4233,Tom didn't see it for days.,0,0,1,0,1,0,0,1
4234,He was about to start putting up signs.,1,0,0,1,0,0,0,1
4235,All of a sudden Tom's cat popped up.,1,1,0,1,0,0,0,1
4236,Jim Bob heard a loud snapping sound.,0,0,1,1,0,0,0,1
4237,He ran out to the backyard where he'd set a trap.,1,0,1,1,0,0,0,1
4238,"A huge jackrabbit was caught, struggling to get out of it.",1,0,1,1,0,0,0,0
4239,"Jim Bob stomped on its neck, breaking it.",1,0,0,1,0,0,0,0
4240,I threw the whole wheat bread into the toaster.,0,0,1,1,1,1,1,1
4241,I had difficulty taking out the bread since it was stuck.,0,0,0,1,1,1,1,0
4242,"When I took one loaf out, part of it was left in the toaster.",0,0,0,0,0,0,0,0
4243,James needed to wash his truck.,0,0,0,0,1,1,1,0
4244,It was covered in mud.,1,0,0,0,0,0,0,1
4245,He decided to get it done at a charity instead of himself.,1,0,1,1,1,1,1,1
4246,The car washing girls charged him extra.,1,1,0,1,1,1,1,0
4247,Today I found a little green worm.,1,1,0,1,0,0,0,0
4248,It turned out the worm was a caterpillar.,1,1,0,1,0,0,0,1
4249,The next day it made it's way out of the chrysalis.,1,0,0,1,0,0,0,1
4250,Because I was bigger and nerdy nobody let me sit with them.,1,1,0,1,1,0,0,1
4251,One day I decided to use my size to my advantage.,0,0,1,1,0,0,1,0
4252,When the other kids wouldn't move over I'd start to sit anyway.,1,0,0,0,0,0,0,0
4253,She had eggs cooking on the skillet.,1,1,0,0,0,0,0,1
4254,For a moment she went to cut some fruit.,0,0,1,0,0,1,1,0
4255,When she came back she saw a huge fly in her eggs.,0,0,1,1,1,1,1,1
4256,I woke up happy and excited.,1,1,0,0,0,0,0,1
4257,"First, I put on my wedding dress.",1,1,0,1,0,0,0,1
4258,I put on my makeup.,1,1,0,0,0,0,0,1
4259,Then I met my fiancee at the lawyer's office.,1,1,0,0,0,0,0,1
4260,Allie went on the red carpet last night.,1,1,0,1,0,0,0,1
4261,She thought she looked great.,1,0,1,1,1,1,1,1
4262,Yet she found out that she made the worst dressed list.,0,0,0,1,1,1,0,0
4263,Allie felt so much shame.,0,0,0,1,1,1,1,0
4264,I was feeling very hungry.,0,0,0,0,0,0,0,1
4265,I decided to make some soup.,0,0,0,1,1,0,1,0
4266,"But, I did not have broth in my pantry.",0,0,0,0,1,1,1,0
4267,I decided to buy some broth.,1,0,0,0,0,0,0,1
4268,He won an award for being the best swimmer at camp.,1,1,0,0,0,0,0,1
4269,Today he is going to show me how to do the butterfly stroke.,1,1,0,0,0,0,0,1
4270,He says it takes a lot of practice.,1,1,1,0,0,0,0,1
4271,Charles gets off work on friday.,1,0,0,0,0,0,0,0
4272,"Charles is very tired of his work week, and would like to relax.",1,1,0,1,0,0,0,1
4273,"He calls girlfriend, and invites her to dinner Saturday night.",1,1,0,0,0,0,0,1
4274,On Saturday he takes his girlfriend out to dinner.,1,1,0,0,0,0,0,1
4275,All of a sudden a spider jumped on her.,0,0,1,1,1,1,1,0
4276,She stood up quickly and knocked the bottle over on her table.,0,0,1,1,0,0,0,0
4277,She tried to wipe the polish off.,0,0,0,0,0,0,1,0
4278,He stayed at a London hotel that was in an old building.,1,0,1,1,1,1,1,1
4279,The room was not air conditioned and Dan was warm.,0,0,0,0,0,0,1,0
4280,He opened the window and London street noise was loud.,0,0,0,1,0,0,1,1
4281,The man next door seemed to be losing his mind.,0,0,1,0,1,1,1,1
4282,He sat on the porch yelling at nobody.,1,1,0,1,0,1,1,1
4283,We walked out and sat beside him.,0,0,1,1,0,0,0,0
4284,He told us about how he had been kidnapped by aliens.,1,1,0,0,0,0,1,0
4285,"Caitlyn was a very pretty and smart girl, but she was mean to others.",1,0,1,0,0,0,1,1
4286,"When someone made her mad, she would try to get others mad at them.",0,0,0,0,1,1,1,0
4287,She always gossiped about other people and said ugly things.,0,0,0,0,1,1,1,0
4288,"Soon, her behavior made no one want to be friends with her.",0,0,1,0,1,0,1,0
4289,Amy was having a baby.,1,1,0,1,0,0,0,1
4290,She really wanted a boy.,1,1,0,0,0,0,0,1
4291,She bought lots of baby boy clothes for it.,1,0,1,1,1,1,1,1
4292,The doctor told her she was having a girl.,0,0,1,1,1,1,1,0
4293,I decided to remodel my bathroom this week.,1,1,0,1,0,0,0,1
4294,I demolished all of the tile very quickly.,1,1,1,1,1,1,1,1
4295,I am new to installing tile so the remodel is taking some time.,0,0,0,1,1,0,0,1
4296,I am regretting doing this on my own.,0,0,1,1,1,1,0,1
4297,Ted's car constantly had battery problems.,0,0,1,1,0,0,0,1
4298,But he didn't want to spend anymore money at the mechanic.,1,0,0,0,0,0,0,1
4299,So Ted spent a lot of time studying cars.,1,0,0,0,0,0,0,1
4300,"And eventually, he was able to fix his car battery problems for good.",1,1,0,1,0,0,0,1
4301,Rob was really hoping to work on a new important project.,1,1,1,0,0,0,0,1
4302,Rob asked his boss about the opportunity.,0,0,1,0,0,0,0,1
4303,His boss said he'd think about it.,1,1,1,1,0,0,0,1
4304,"After a week, Rob's boss called him into his office.",1,1,0,0,0,0,0,1
4305,When Agnes and Allen married they planned to raise a big family.,0,0,1,1,1,1,1,1
4306,They tried for many years to conceive.,1,1,1,1,0,0,0,1
4307,One day Agnes suspected she was pregnant.,1,1,1,1,0,0,0,1
4308,She bought a home pregnancy testing kit.,0,0,0,1,1,0,1,1
4309,Tom got frustrated and angry.,0,0,0,0,1,1,1,0
4310,Tina was working as a maid.,0,0,1,0,1,1,1,0
4311,She hated her job.,0,0,1,0,1,1,1,1
4312,Nothing she did was ever enough.,0,0,0,0,1,1,1,1
4313,She contemplated quitting.,0,0,1,1,1,1,1,1
4314,I've been trying to quit biting my nails.,1,1,1,0,1,1,1,1
4315,"This morning, I put rubbing alcohol on them.",1,0,0,0,0,0,0,1
4316,I started working.,0,0,1,1,1,1,1,1
4317,"Unconsciously, I started to nibble on my nails.",0,0,0,1,0,1,1,0
4318,Sarah's goldfish died.,0,0,1,1,1,0,0,0
4319,She became really sad.,0,0,1,1,1,0,0,1
4320,Sarah went to the pet store to buy a new fish.,1,1,0,0,0,0,0,1
4321,She bought a new goldfish similar to her old one.,1,1,0,0,0,0,0,0
4322,Andrew had a brand new Dodge Challenger car.,0,0,0,1,1,1,1,0
4323,But now it has a key-scratch along the driver's side.,0,0,1,1,1,1,1,1
4324,Andrew said a girl from his job calls him a lot for rides to work.,0,0,0,1,0,1,1,0
4325,His girlfriend complained because he lets another girl in his car.,0,0,0,1,1,1,1,1
